OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,name_sam
848,Brevard,70,Columbia Boulevard,"That portion of S.R. 405, southeast from S.R. 50 to the Indian River, is designated as ""Columbia Boulevard.""",,SB 1017,1982/03/03 05:00:00+00,1982,5,,,,,,,538,,0,fcc3b1c2-563e-4fe3-8b32-ce3bebe6c7ec,8700.45883562254,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rick_Scott,no,1952-12-01,Found,50,TRUE,seq=4.4; last-mismatch:-4; human:+40; fl:+10,"Richard Lynn Scott, commonly known as Rick Scott, was born on December 1, 1952, in Bloomington, Illinois. He is an American politician and businessman who co-founded Columbia Hospital Corporation, which later merged to become Columbia/HCA, one of the largest for-profit hospital chains in the U.S. Scott served as the 45th Governor of Florida from 2011 to 2019 and has been a U.S. Senator from Florida since 2019, representing the Republican Party. His career has been marked by both significant business success and controversy, including a major Medicare fraud investigation during his tenure at Columbia/HCA.","['University of Missouri–Kansas City', 'Bachelor of Science in Business Administration', 'Southern Methodist University', 'Juris Doctor']",,"Bloomington, Illinois, United States",not found,male,no,yes,no,no,Columbia
849,Brevard,70,Dr. W. J. Creel Bridge,"The bridge over the Indian River at Eau Gallie on S.R. 518 is designated as the ""Dr. W. J. Creel Bridge.""",SR-518,HB 1201,1955/05/31 05:00:00+00,1955,5,,,,,,,539,,0,8143da9e-3136-4ec6-870f-57c64e098df4,1002.4028686735,,,,,,,,,,,,,https://en.wikipedia.org/wiki/William_Jackson_Creel,yes,1832-01-01,Found,64,TRUE,seq=10.0; human:+40; fl:+10,"William Jackson Creel was an American military officer and politician born in 1832. He served as a Confederate officer during the American Civil War, participating in key battles. After the war, he became involved in local politics in his home state of Mississippi. Creel is primarily remembered for his military service and post-war civic contributions before his death in 1897.",,1897-01-01,not found,not found,male,no,yes,yes,no,Dr. W. J. Creel
850,Brevard,70,Emory Bennett Causeway,"That portion of S.R. 528 between U.S. 1 and S.R. 3 is designated as ""Emory Bennett Causeway.""",,HB 385,2005/07/01 05:00:00+00,2005,5,,,,,,,540,,0,bfe67bf4-7c23-4ece-bf3c-74db359f6eac,5480.48288688644,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Charles_E._Bennett_%28politician%29,no,1910-12-02,Found,70.6,TRUE,seq=11.6; human:+40; fl:+10; us:+5,"Charles E. Bennett was an American politician born on December 2, 1910, in Canton, Ohio. He served as a Democratic member of the U.S. House of Representatives from Florida’s 3rd district for 22 consecutive terms (1949–1973) and later for the 2nd district (1973–1993), becoming one of Florida’s longest-serving congressmen. A World War II veteran, Bennett was known for his advocacy on civil rights, education, and veterans' issues, including co-authoring the G.I. Bill of 1944. He died on September 6, 2003, in Jacksonville, Florida, leaving a legacy as a pivotal figure in mid-20th-century American politics.","['Ohio State University, Bachelor of Arts', 'Ohio State University, Juris Doctor']",2003-09-06,"Canton, Ohio, United States","Jacksonville, Florida, United States",male,no,yes,yes,no,Emory Bennett
851,Brevard,70,Ernest Kouwen‐Hoven Bridge,"The bridge on S.R. 500 in Brevard County that lies between the City of Melbourne and the Town of Indialantic and crosses the Indian River is designated as the ""Ernest Kouwen-Hoven Bridge.""",SR-500,HB 1167,1978/05/28 05:00:00+00,1978,5,,,,,,,541,,0,b977bc2a-4196-4933-9c4b-a3a9536d140f,894.060547016296,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ernest_Kouwen-Hoven,yes,,Found,75,TRUE,seq=18.9; human:+40; fl:+10; us:+5,"Ernest Kouwen-Hoven was a Dutch fencer who competed in the early 20th century. He participated in the 1908 Summer Olympics in London, representing the Netherlands in individual épée and foil events. Though his exact birth and death dates are not widely documented, his contributions to fencing mark him as a notable athlete in Dutch sports history. Kouwen-Hoven's Olympic appearance remains his most recognized achievement in competitive fencing.",,,not found,not found,male,yes,no,no,no,Ernest Kouwen‐Hoven
852,Brevard,70,Harry T. and Harriette V. Moore Memorial Highway,"That portion of S.R. 46 in Brevard County between U.S. Highway 1 and the Volusia County line is designated as ""Harry T. and Harriette V. Moore Memorial Highway.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,5,,,,,,,542,,0,dc1d4142-164d-4e59-afe3-59d289b842c1,13554.0696951245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Brevard,70,Hubert Humphrey Bridge,"The bridge across the Indian River at the City of Cocoa in Brevard County is designated as the ""Hubert Humphrey Bridge.""",,SB 6-XX (67),1967/08/18 05:00:00+00,1967,5,,,,,,,543,,0,3d34df72-198e-4489-a4a8-2c24357f4cbf,804.634276008699,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hubert_Humphrey,no,1911-05-27,Found,55,TRUE,seq=20.0; human:+40; fl-miss:-10; us:+5,"Hubert Horatio Humphrey Jr. was born on May 27, 1911, and died on January 13, 1978. He was an American politician who served as the 38th Vice President of the United States under President Lyndon B. Johnson from 1965 to 1969. Humphrey was also a U.S. Senator from Minnesota and a prominent figure in the Democratic Party, known for his advocacy of civil rights and liberal causes. His influential speech at the 1948 Democratic National Convention helped shape the party’s stance on civil rights, cementing his legacy as a progressive leader in American politics.","['University of Minnesota, Bachelor of Arts (1939)', 'Louisiana State University, Master of Arts (1940)']",1978-01-13,"Wallace, South Dakota, United States","Waverly, Minnesota, United States",male,no,yes,yes,no,Hubert Humphrey
854,Brevard,70,Jack I. Korenbilt Overpass,"The Fiske Boulevard overpass at I-95 in Rockledge is designated as ""Jack I. Korenblit Overpass.""",,CS/HB 3065,1998/05/31 05:00:00+00,1998,5,Fiske Boulevard,,,,,,544,,0,ad4fc2ce-d631-4689-8ed3-be86bfa36022,91.7727398995053,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Jack I. Korenbilt
855,Brevard,70,Johnson‐Grogan Highway,"That portion of U.S. Highway 1 in Brevard County from the Melbourne city limits to the south city limits of Palm Bay is designated as the ""Johnson-Grogan Highway.""",US-1,SB 36,1994/03/12 05:00:00+00,1994,5,,,,,,,545,,0,dab6544e-2215-4c48-ad11-94bd254556a5,7433.95382871093,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jacoby_Brissett,no,1992-12-11,Found,55,TRUE,seq=4.1; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jacoby Brissett is an American football quarterback born on December 11, 1992, in West Palm Beach, Florida. He played college football at Florida and North Carolina State, where he showcased his skills as a dual-threat quarterback. Drafted by the New England Patriots in 2016, he later became the starting quarterback for the Indianapolis Colts in 2017, earning recognition for his leadership and performance. Brissett continues to be an active player in the NFL, contributing to multiple teams throughout his professional career.","['Dwyer High School', 'University of Florida', 'North Carolina State University']",,"West Palm Beach, Florida, United States",not found,male,yes,no,no,no,Johnson‐Grogan
856,Brevard,70,Max K. Rodes Bridge and Causeway,"That portion of S.R. 404, constructed from U.S. Highway 1 across the Indian and Banana Rivers in Brevard County to S.R. A1A is designated as the ""Max K. Rodes Bridge and Causeway.""",,SB 582,1973/05/31 05:00:00+00,1973,5,,,,,,,546,,0,2cc66b00-e62d-4ddb-b2e1-f82f4a7f4320,7570.20419847147,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arnold_Schwarzenegger,no,1947-07-30,Found,55,TRUE,seq=5.5; last-mismatch:-4; human:+40; fl:+10; us:+5,"Arnold Schwarzenegger was born on July 30, 1947, in Thal, Austria, and rose to fame as a professional bodybuilder, winning the Mr. Olympia title seven times. He transitioned into a successful Hollywood career, becoming an iconic action star with films like The Terminator and Predator. Schwarzenegger later entered politics, serving as the 38th Governor of California from 2003 to 2011 as a member of the Republican Party. Known for his physical prowess, entrepreneurial ventures, and public service, he remains a globally recognized cultural figure and philanthropist.","['University of Wisconsin–Superior, Bachelor of Arts in Business and International Economics (1979)']",,"Thal, Styria, Austria",not found,male,yes,yes,yes,no,Max K. Rodes Bridge and
857,Brevard,70,Patrick D. Smith Causeway,"That portion of S.R. 520 in Brevard County which is between mile post 13.2 and mile post 15.3 and lies approximately between the West Banana River and Cape Canaveral Hospital is designated as the ""Patrick D. Smith Causeway.""",SR-520,HB 121,2006/07/01 05:00:00+00,2006,5,,,,,,,547,,0,936af567-1b80-4e0b-b314-299d82f7b5f9,3839.89544357287,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lyndon_Smith,no,,Found,69,TRUE,seq=10.0; human:+40; fl:+10; us:+5,"Lyndon Smith is an American actress known for her work in television and film. Born in the United States, she gained recognition for her roles in series like For the People and The Forgotten. Smith has also appeared in films such as The Last Song and The Roommate. Her career spans both dramatic and comedic performances, establishing her as a versatile talent in the entertainment industry.",,,not found,not found,female,no,no,no,no,Patrick D. Smith
858,Brevard,70,Purple Heart Highway,"U.S. Highway 192 within Brevard County is designated as the ""Purple Heart Highway.""",US-192,SB 292,1996/04/22 05:00:00+00,1996,5,,,,,,,548,,0,9c421af5-25d1-445a-8935-23a390f591f4,33695.5173773276,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Thomas_R._Norris,no,1944-01-14,Found,50,TRUE,seq=4.3; last-mismatch:-4; human:+40; fl:+10,"Thomas R. Norris was a highly decorated United States Navy SEAL and later an FBI agent, born on January 14, 1944. He is best known for his heroic actions during the Vietnam War, particularly the 1972 ground rescue of two downed pilots behind enemy lines, for which he received the Medal of Honor. Norris also conducted critical intelligence-gathering missions and was one of the most celebrated SEALs of his era. After his military career, he transitioned to law enforcement, serving in the FBI until his retirement in 1979 due to injuries sustained in combat.","['University of Maryland, College Park', 'Bachelor of Science in Sociology']",,"Jacksonville, Florida, United States",not found,male,no,no,yes,no,Purple Heart
859,Brevard,70,Robert W. Graves Bridge,"The Sebastian Inlet Bridge between Brevard and Indian River Counties is designated as the ""Robert W. Graves Bridge.""",,SB 19,1965/04/29 05:00:00+00,1965,5,,,,,,,549,,0,e6b35528-6e9f-42b3-81fb-fdc360945987,538.807891250529,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ray_Graves,no,1918-12-31,Found,66.3,TRUE,seq=12.3; human:+40; fl:+10,"Ray Graves was an American basketball coach and administrator born on December 31, 1918. He is best known for his tenure as the head coach of the University of Florida's basketball team from 1960 to 1967, where he led the program to its first NCAA Tournament appearance in 1966. Graves also served as the university's athletic director from 1960 to 1979, overseeing significant growth in its sports programs. He passed away on June 10, 2015, leaving a legacy as a key figure in Florida Gators athletics history.","[""University of Tennessee, Bachelor's Degree"", ""University of Tennessee, Master's Degree""]",2015-06-10,"Corbin, Kentucky, United States","Gainesville, Florida, United States",male,yes,no,no,no,Robert W. Graves
860,Brevard,70,U.S. Army Sergeant Robert Daniel Sanchez Memorial Highway,"That portion of S.R. 513 between Banana River Drive and Eau Gallie Boulevard in Brevard County is designated as ""U.S. Army Sergeant Robert Daniel Sanchez Memorial Highway.""",SR-513,CS/HB 7039,2012/07/01 05:00:00+00,2012,5,,,,,,,550,,0,42faf636-b2fc-4000-94b1-27499a7af56b,1622.00091263953,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Fulgencio_Batista,no,1901-01-16,Found,55,TRUE,seq=3.5; last-mismatch:-4; human:+40; fl:+10; us:+5,"Fulgencio Batista was a Cuban military officer and politician born on January 16, 1901, who rose to power through a 1933 coup. He served as the elected president of Cuba from 1940 to 1944 and later ruled as a dictator from 1952 until his overthrow in the 1959 Cuban Revolution. Known for his authoritarian regime, Batista's policies deepened social inequality and corruption, sparking widespread opposition. He died in exile in Spain on August 6, 1973, leaving a controversial legacy in Cuban history.",,1973-08-06,"Banes, Oriente Province, Cuba","Marbella, Andalusia, Spain",male,no,yes,yes,no,U.S. Army Sergeant Robert Daniel Sanchez
861,Brevard,70,U.S. Marine Corps Corporal Dustin Schrage Highway,"That portion of S.R. A1A between Pinetree Drive and Eau Gallie Boulevard in Brevard County is designated as ""U.S. Marine Corps Corporal Dustin Schrage Highway.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,5,,,,,,,551,,0,41647df4-9ad3-4616-95f3-741578ea59b7,1844.66425158154,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,U.S. Marine Corps Corporal Dustin Schrage
862,Brevard,70,Willard Peebles Bridge,"The bridge across the Banana River at the City of Cocoa in Brevard County is designated as the ""Willard Peebles Bridge.""",,SB 460,1967/05/05 05:00:00+00,1967,5,,,,,,,552,,0,027d1130-5913-4efc-99dd-861e13f4f6a8,285.308101776794,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ellis_Spear,no,1834-04-08,Found,35.2,TRUE,seq=6.2; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Ellis Spear was born on April 8, 1834, in Warren, Maine, and became a prominent Union Army officer during the American Civil War. He served as a colonel in the 20th Maine Volunteer Infantry Regiment, playing a key role in the Battle of Gettysburg and other major engagements. After the war, Spear pursued a career in law and later became involved in politics, serving as a U.S. Pension Agent. He died on March 13, 1917, leaving behind a legacy as a respected military leader and public servant.","['Bowdoin College', 'Bachelor of Arts']",1917-03-13,"Warren, Maine, United States","Brunswick, Maine, United States",male,no,yes,yes,no,Willard Peebles
863,Flagler,73,Deputy Charles 'Chuck' Sease Memorial Interchange,"The interchange of I-95 and S.R. 100 at exit number 284 in Flagler County is designated as ""Deputy Charles 'Chuck' Sease Memorial Interchange.""",,HB 9,2004/05/13 05:00:00+00,2004,5,,,,,,,553,,0,24032080-b747-4e18-a918-c140fe4abaab,1169.48078333271,,,,,,,,,,,,,https://en.wikipedia.org/wiki/David_Carradine,no,1936-12-08,Found,35,TRUE,seq=5.6; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"David Carradine was an American actor, martial artist, and director born on December 8, 1936. He gained widespread fame for his role as Kwai Chang Caine in the 1970s television series Kung Fu and later starred in Quentin Tarantino’s Kill Bill films. Carradine came from a prominent acting family, including his father John Carradine and brothers Keith and Robert. He passed away on June 3, 2009, in Bangkok, Thailand, leaving behind a legacy as a versatile and iconic figure in film and television.","['Oakland High School, California', 'San Francisco State University (attended, no degree confirmed)']",2009-06-03,"Hollywood, California, United States of America","Bangkok, Thailand",male,no,no,yes,yes,Deputy Charles 'Chuck' Sease
