state,highway_name,route_no,from_location,to_location,county,person_name,wikipedia_url,match_confidence,validated,validation_notes,correct_person,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score
Ohio,George Washington Highway,U.S. Route 50,"The highway known as United States route number fifty and alternate fifty, extending across the entire southern portion of the state through the counties of Washington, Athens, Vinton, Ross, Highland, Brown, Clermont, and Hamilton, and through the municipal corporations of Marietta, Belpre, Athens, Chillicothe, Hillsboro, and Cincinnati shall be known as the ""George Washington Highway.""",,,George Washington,https://en.wikipedia.org/wiki/George_Washington_White,74.0,true,seq=17.0; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic Wikipedia interface and does not contain any content about a person named George Washington White. Without article content, there is no evidence that this person is connected to Ohio or that a highway would be named after them.",[],,,not found,not found,not found,no,no,no,no,https://www.odmp.org/officer/16718-officer-george-washington-hall,Officer George Washington Hall,Officer George Hall was shot and killed when he and his partner attempted to arrest a mentally deranged man who was threatening to kill his wife at 7:30 pm. Officer Hall's partner was wounded but was able to return fire and kill the suspect. Officer Hall was survived by his wife.,47,Not available,Not available,Gunfire,"Monday, August 10, 1891",Cause: Gunfire Weapon: Handgun Offender: Shot and killed,100.0
Ohio,Governor Robert Lucas Highway,State Route 124,"The road known as state route number one hundred twenty-four running in an east and west direction across the state through the counties of Meigs, Vinton, Jackson, Pike, Highland, and Clinton and through the municipal corporations of Pomeroy, Jackson, Piketon, and Hillsboro shall be known as the ""Governor Robert Lucas highway.""",,,Governor Robert Lucas,https://en.wikipedia.org/wiki/Robert_Lucas_%28governor%29,83.5,true,seq=14.5; human:+40; pol:+15; state(Ohio):+10,true,"Robert Lucas was born on April 4, 1781, in Shepherdstown, Virginia, and died on February 7, 1853, in Iowa City, Iowa. He served as the 12th governor of Ohio from 1832 to 1836 and later as the first territorial governor of Iowa from 1838 to 1841. Lucas was a prominent political figure known for his leadership during the state's early development and his role in the Toledo War. His legacy includes significant contributions to the governance and expansion of the Midwestern United States.",[],1781-04-04,1853-02-07,"Shepherdstown, Virginia, United States","Iowa City, Iowa, United States",male,no,yes,yes,no,,,,,,,,,,
Ohio,Warren County Veterans Highway,U.S. Route 42,"In addition to any other name prescribed in the Revised Code or otherwise, that portion of the road known as United States route number forty-two, running in a northeasterly and southwesterly direction within Warren county only, shall be known as the ""Warren County Veterans Highway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Thirty-seventh Division Memorial Highway,State Route 3,"The road known as state route number three, and popularly known as the ""Three C Highway,"" running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Holmes, Knox, Delaware, Franklin, Madison, Fayette, Clinton, Warren, and Hamilton and through the municipal corporations of Cleveland, Medina, Wooster, Mount Vernon, Columbus, Washington C.H., Wilmington, and Cincinnati shall be known as the ""Thirty-seventh Division Memorial Highway.""",,,Thirty-seventh Division,https://en.wikipedia.org/wiki/William_Vance_McMaken,50.0,true,seq=3.6; last-mismatch:-4; human:+40; state(Ohio):+10,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about a person named William Vance McMaken. Without article content confirming the person's identity, profession, or connection to Ohio or the Thirty-seventh Division, it cannot be validated as the correct subject for the memorial highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Forty-second Rainbow Division Memorial Highway,State Route 42,"The road known as state route number forty-two, running in a northeasterly and southwesterly direction across the state through the counties of Cuyahoga, Medina, Wayne, Ashland, Richland, Morrow, Delaware, Union, Madison, Clark, Greene, Warren, Butler, and Hamilton and through the municipal corporations of Cleveland, Medina, Ashland, Mansfield, Mt. Gilead, Delaware, London, Xenia, Lebanon, and Cincinnati shall be known as the ""Forty-second `Rainbow' Division Memorial Highway.""",,,Forty-second Rainbow Division,,35.0,false,seq=5.6; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Ohio,General Duncan McArthur Highway,State Route 28,"The road known as state route number twenty-eight, running in a northeasterly and southwesterly direction, commencing at the village of Milford in Hamilton and Clermont counties and extending through the counties of Clermont, Warren, Clinton, Highland, and Ross to a point of junction with United States route number fifty, and through the municipal corporations of Blanchester, Martinsville, New Vienna, Highland, Leesburg, and Greenfield shall be known as ""General Duncan McArthur highway.""",,,Duncan McArthur,https://en.wikipedia.org/wiki/Duncan_McArthur,75.0,true,seq=20.0; human:+40; state(Ohio):+10; us:+5,true,"Duncan McArthur was born on December 14, 1772, in Dutchess County, New York, and died on April 28, 1839, in Chillicothe, Ohio. He was an American politician and military officer who served as the 11th Governor of Ohio. McArthur represented Ohio in the U.S. House of Representatives and served as a brigadier general in the War of 1812. His career was significant in the early political and military development of the state of Ohio.",[],1772-12-14,1839-04-28,"Dutchess County, New York, United States","Chillicothe, Ohio, United States",male,no,yes,yes,no,,,,,,,,,,
Ohio,American Legion Memorial Highway,Interstate Route 75,"The road known as interstate route seventy-five, running in a southerly direction from the city of Toledo, Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery and Warren to the city of Cincinnati, Hamilton county, shall be known as the ""American Legion Memorial Highway.""",,,American Legion,https://en.wikipedia.org/wiki/Dean_Hess,57.3,true,seq=8.3; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about Dean Hess. Without article content confirming the person's identity, profession, or connection to Ohio or the American Legion Memorial Highway, it cannot be validated as the correct person.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Pearl Harbor Memorial Highway,Interstate Route 75,"In addition to the designation in section 5533.24 of the Revised Code, the road known as interstate route seventy-five, running in a southerly direction from the city of Toledo in Lucas county, through the counties of Wood, Hancock, Allen, Auglaize, Shelby, Miami, Montgomery, Warren, and Butler to the city of Cincinnati in Hamilton county, also shall be known as the ""Pearl Harbor Memorial Highway.""",,,Pearl Harbor,https://en.wikipedia.org/wiki/James_R._Ward,55.0,true,seq=4.8; last-mismatch:-4; human:+40; state(Ohio):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic navigation menu and does not contain any content about James R. Ward. Without article content, it cannot be confirmed that this is the correct person for the Pearl Harbor Memorial Highway in Ohio, which is typically named for a specific individual associated with the event.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,U.S.A.F. Pararescue Memorial Parkway,State Route 48,"The road known as state route number forty-eight, running in a northerly and southerly direction, commencing in Shelby county and continuing through the counties of Miami, Montgomery, and Warren and ending in Clermont county, shall be known as the ""U.S.A.F. pararescue memorial parkway.""",,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Ohio,Captain Seth Mitchell Memorial Highway,State Route 48,"In addition to the designation of the road known as state route number forty-eight in section 5533.62 of the Revised Code, the portion of state route forty-eight located within the municipal corporation of Loveland only, shall be known as the ""Captain Seth Mitchell Memorial Highway.""",,,Seth Mitchell,https://en.wikipedia.org/wiki/Seth_Mosley,63.7,true,seq=11.7; last-mismatch:-4; human:+40; state(Ohio):+10,false,"[UNVERIFIED] The Wikipedia article is for Seth Mosley, a music producer, which does not match the name 'Seth Mitchell' (the memorial is for Captain Seth Mitchell). There is no indication of a military or law enforcement background for Seth Mosley, and no connection to Ohio or a highway memorial.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Ohio,Sergeant Brian Dulle Memorial Highway,U.S. Route 42,"That portion of the road known as United States route forty-two, running in a northeasterly direction between the municipal corporations of Lebanon and Waynesville in Warren county, shall be known as the ""Sergeant Brian Dulle Memorial Highway.""",,,Brian Dulle,https://en.wikipedia.org/wiki/Pope_Francis,50.0,true,seq=5.2; last-mismatch:-4; human:+40; mil:+15; state-miss(Ohio):-10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Pope Francis, the head of the Catholic Church, who has no connection to Ohio or a memorial highway named after Sergeant Brian Dulle. The highway is likely named after a local law enforcement officer from Ohio, not a global religious figure.",[],,,not found,not found,not found,no,no,no,no,https://www.odmp.org/officer/20834-sergeant-brian-scott-dulle,Sergeant Brian Scott Dulle,"Sergeant Brian Dulle was struck and killed by a suspect's vehicle while deploying stop sticks at the intersection of U.S. 42 and Utica Road in Turtlecreek Township. The pursuit had been initiated by the Franklin Police Department and traveled into Warren County at 1:50 am. The suspect ran one cruiser off the road and into a ditch on U.S. 42 before continuing towards Utica Road. After striking Sergeant Dulle, the suspect fled on foot but was arrested several hours later following a massive manhunt. In October 2011, Sergeant Dulle's killer was convicted of murder and seven other charges in connection with the incident, and sentenced to 25 years in prison. Sergeant Dulle was a U.S. Army veteran and had served with the Warren County Sheriff's Office for 12 years. He is survived by his wife, three children, parents, and two siblings. He is buried in Lebanon Cemetery, Lebanon, Warren County, Ohio.",36,12 years,822,Vehicular assault,"Tuesday, May 10, 2011",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to 25 years,100.0
Ohio,Natural Resources Officer Jason Lagore Memorial Highway,State Route 73,"The portion of SR 73, running in an easterly and westerly direction through Caesar Creek State Park, in Warren County",,,Natural Resources Officer Jason Lagore,,0.0,false,no-candidates,,,,,,,,,,,,,https://www.odmp.org/officer/25150-natural-resources-officer-jason-scott-lagore,Natural Resources Officer Jason Scott Lagore,Natural Resources Officer Jason Lagore died after suffering a medical emergency while conducting a search for a juvenile who had fallen through the ice at Rocky Fork Lake at Rocky Fork State Park. Two juveniles had fallen through the ice but one was able to get to shore. Officer Lagore and other first responders were searching for the other juvenile when he suffered a medical emergency. He was transported Highland District Hospital where he was pronounced dead. The second juvenile was recovered from the water a short time later and also pronounced dead at a local hospital. Officer Lagore had served with the Ohio Department of Natural Resources - Division of State Parks and Watercraft for 15 years. He is survived by his wife and two young sons.,36,15 years,Not available,Duty related illness,"Tuesday, February 23, 2021",Cause: Duty related illness,100.0
Ohio,PFC Jerry D. Leak Memorial Highway,State Route 123,"The portion of SR 123, between mile markers 15 to 16, in Lebanon, in Warren County",,,PFC Jerry D. Leak,,36.1,false,seq=7.1; last-mismatch:-4; human:+40; state-miss(Ohio):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
